idx,value
2839,10
2840,0
2841,-1
2842,6
2843,14
2844,17
2845,13
2846,5
2847,-2
2848,1
2849,9
2850,17
2851,17
2852,9
2853,1
2854,-1
2855,5
2856,14
2857,17
2858,13
2859,4
2860,-1
2861,1
2862,10
2863,17
2864,17
2865,8
2866,1
2867,-1
2868,5
2869,15
2870,17
2871,14
2872,4
2873,-1
2874,2
2875,10
2876,17
2877,16
2878,9
2879,1
2880,-1
2881,4
2882,15
2883,18
2884,13
2885,4
2886,-2
2887,1
2888,9
2889,17
2890,16
2891,9
2892,1
2893,-1
2894,5
2895,14
2896,18
2897,13
2898,5
2899,-1
2900,1
2901,11
2902,18
2903,17
2904,10
2905,1
2906,0
2907,6
2908,14
2909,18
2910,14
2911,5
2912,-1
2913,1
2914,11
2915,17
2916,17
2917,9
2918,0
2919,-1
2920,5
2921,13
2922,18
2923,14
